kpathid	Pathway	extid	source	size	tag1	tag2	tag3	tag4	tag5	tag6	tag7
kp5166	Iinositol Phosphate Compounds	PWY-6371	HumanCyc	69	Metabolism	NA	NA	NA	NA	NA	NA
kp0160	Lamellipodium Assembly	GO:0030032	Gene Ontology	70	Cell Shape & Motility	Focal Adhesion	NA	NA	NA	NA	NA
kp0172	Muscle Tissue Morphogenesis	GO:0048644	Gene Ontology	70	Developmental Biology	Muscle	NA	NA	NA	NA	NA
kp0246	Tissue Regeneration	GO:0042246	Gene Ontology	70	Developmental Biology	Homeostasis	NA	NA	NA	NA	NA
kp0612	Protein Localization To Vacuole	GO:0072665	Gene Ontology	70	Protein Metabolism	NA	NA	NA	NA	NA	NA
kp1092	RIG-I-like Receptor (RLRs) Signaling	path:hsa04622	KEGG	70	Immune System	Innate Immune System	NA	NA	NA	NA	NA
kp1110	Drug Metabolism - Cytochrome P450	path:hsa00982	KEGG	70	Metabolism	NA	NA	NA	NA	NA	NA
kp1154	Prolactin Signaling [KEGG]	path:hsa04917	KEGG	70	Signal Transduction	Hormone Metabolism & Fucntions	NA	NA	NA	NA	NA
kp2101	Glucocorticoid Receptor Pathway	WP2880	WikiPathway	70	Signal Transduction	NA	NA	NA	NA	NA	NA
kp2626	Loss of NLP from Mitotic Centrosomes	R-HSA-380259	Reactome	70	Cell Cycle	NA	NA	NA	NA	NA	NA
kp2793	KIT Receptor Signaling [NetPath]	Pathway_KitReceptor	NetPath	70	Signal Transduction	NA	NA	NA	NA	NA	NA
kp4336	AP-1 Transcription Factor Network	ap1_pathway	PID	70	Transcriptional Regulation	Transcription Factors	NA	NA	NA	NA	NA
kp4358	p75 Neurotrophin Receptor (NTR) meiated Signaling [PID]	p75ntrpathway	PID	70	Signal Transduction	RTK Signaling	Neurotrophin	NA	NA	NA	NA
kp4877	RHOB GTPase Cycle	R-HSA-9013026	Reactome	70	Signal Transduction	Small GTPases	NA	NA	NA	NA	NA
kp0210	Diencephalon Development	GO:0021536	Gene Ontology	71	Developmental Biology	Neuronal System	NA	NA	NA	NA	NA
kp0359	CD28-family mediated Costimulation	R-HSA-388841	Reactome	71	Immune System	Adaptive Immune System	NA	NA	NA	NA	NA
kp0380	Lytic Vacuole Organization	GO:0080171	Gene Ontology	71	Cell Organelles & Functions	Vesicle	NA	NA	NA	NA	NA
kp0417	Membrane Invagination	GO:0010324	Gene Ontology	71	Cell Organelles & Functions	NA	NA	NA	NA	NA	NA
kp0729	Pattern Recognition Receptor Signaling	GO:0002753	Gene Ontology	71	Signal Transduction	NA	NA	NA	NA	NA	NA
kp0825	Ribosomal Large Subunit Biogenesis	GO:0042273	Gene Ontology	71	Translation	Ribosome	RNA Metabolism	Protein Metabolism	NA	NA	NA
kp0949	Adherens Junctions	path:hsa04520	KEGG	71	Cell Adhesion	NA	NA	NA	NA	NA	NA
kp1965	miRNA regulation of DNA damage response	WP1530	WikiPathway	71	Transcriptional Regulation	miRNA	NA	NA	NA	NA	NA
kp2033	Parkin-Ubiquitin Proteasomal System Pathway	WP2359	WikiPathway	71	Protein Metabolism	Protein Modification	Proteasome	Ubiquitination	NA	NA	NA
kp2800	SIRT1 Negatively Regulates rRNA Expression	R-HSA-427359	Reactome	71	RNA Metabolism	rRNA Metabolism	Ribosome	Transcriptional Regulation	Epigenetic Regulation	NA	NA
kp4305	CDC42 Signaling	cdc42_pathway	PID	71	Signal Transduction	Immune System	NA	NA	NA	NA	NA
kp5390	IFN-alpha/beta Signaling [Reactome]	R-HSA-909733	Reactome	71	Signal Transduction	Immune System	Inflammation	Interferons	Cytokines	NA	NA
kp5477	Integrin A6/B4 Signaling	Pathway_Alpha6Beta4Integrin	NetPath	71	Signal Transduction	Integrins	NA	NA	NA	NA	NA
kp0017	Integrin mediated Cell Adhesion [Gene Ontology]	GO:0033627	Gene Ontology	72	Cell Adhesion	Integrins	NA	NA	NA	NA	NA
kp0413	Long Chain Fatty-acid Transport	GO:0015909	Gene Ontology	72	Metabolism	Lipid Metabolism	Fatty-acid	Transport	NA	NA	NA
kp0826	Ribosomal Small Subunit Biogenesis	GO:0042274	Gene Ontology	72	Translation	Ribosome	RNA Metabolism	Protein Metabolism	NA	NA	NA
kp0885	trans-Golgi Network Vesicle Budding	R-HSA-199992	Reactome	72	Transport	Vesicle	Cell Organelles & Functions	Golgi	NA	NA	NA
kp0887	Vesicle Cytoskeletal Trafficking	GO:0099518	Gene Ontology	72	Transport	Vesicle	Cytoskeleton	NA	NA	NA	NA
kp2620	Hedgehog Signaling [Gene Ontology]	None	INOH	72	Signal Transduction	Developmental Biology	Hedgehog	NA	NA	NA	NA
kp3305	Sumoylation of Chromatin Organization Proteins	R-HSA-4551638	Reactome	72	Protein Metabolism	Protein Modification	Sumoylation	Transcriptional Regulation	Epigenetic Regulation	NA	NA
kp3533	PKMTs methylate histone lysines	R-HSA-3214841	Reactome	72	Transcriptional Regulation	Epigenetic Regulation	Protein Modification	HDAC	NA	NA	NA
kp3794	Linoleic acid Metabolism [EHMN]	Linoleate metabolism	EHMN	72	Metabolism	NA	NA	NA	NA	NA	NA
kp4206	Fc-epsilon Receptor (FCERI) Signaling [Reactome]	R-HSA-2454202	Reactome	72	Signal Transduction	Immune System	Innate Immune System	Fc Receptors	NA	NA	NA
kp0188	Pancreas Development	GO:0031016	Gene Ontology	73	Developmental Biology	NA	NA	NA	NA	NA	NA
kp0243	Animal Organ Regeneration	GO:0031100	Gene Ontology	73	Developmental Biology	NA	NA	NA	NA	NA	NA
kp0349	T-cell Differentiation in Thymus	GO:0033077	Gene Ontology	73	Immune System	Differentiation	T-cell	NA	NA	NA	NA
kp0936	Inositol phosphate Metabolism [KEGG]	path:hsa00562	KEGG	73	Metabolism	Lipid Metabolism	NA	NA	NA	NA	NA
kp1047	TP53 Signaling [KEGG]	path:hsa04115	KEGG	73	Signal Transduction	TP53	NA	NA	NA	NA	NA
kp2874	Transcriptional Regulation by RUNX2	R-HSA-8878166	Reactome	73	Transcriptional Regulation	Transcription Factors	RUNX2	NA	NA	NA	NA
kp3874	Extra-Nuclear Estrogen Signaling	R-HSA-9009391	Reactome	73	Signal Transduction	Hormone Metabolism & Fucntions	Nuclear Receptors	NA	NA	NA	NA
kp4536	E2F Transcription Factor Network	e2f_pathway	PID	73	Transcriptional Regulation	Transcription Factors	NA	NA	NA	NA	NA
kp5488	TPX2 mediated Aurora A Activation	R-HSA-8854518	Reactome	73	Cell Cycle	NA	NA	NA	NA	NA	NA
kp0005	Glutamine family Metabolism	GO:0009064	Gene Ontology	74	Metabolism	Amino-acid Metabolism	NA	NA	NA	NA	NA
kp0189	Peripheral Nervous System Development	GO:0007422	Gene Ontology	74	Developmental Biology	Neuronal System	NA	NA	NA	NA	NA
kp0403	Glycerolipid Catabolism	GO:0046503	Gene Ontology	74	Metabolism	Lipid Metabolism	Glycerolipid Metabolism	NA	NA	NA	NA
kp0506	Ribonucleoside Metabolism	GO:0009119	Gene Ontology	74	Nucleotide Metabolism	NA	NA	NA	NA	NA	NA
kp0742	RHOG GTPase Cycle	R-HSA-9013408	Reactome	74	Signal Transduction	Small GTPases	RHO GTPase Signaling	NA	NA	NA	NA
kp0766	IL-17 Signaling [Reactome]	R-HSA-448424	Reactome	74	Signal Transduction	Immune System	Inflammation	Interleukins	Cytokines	Toll-like Receptors	NA
kp1148	PPAR Signaling [KEGG]	path:hsa03320	KEGG	74	Signal Transduction	NA	NA	NA	NA	NA	NA
kp2041	Peptide GPCRs	WP24	WikiPathway	74	Signal Transduction	GPCR Signaling	NA	NA	NA	NA	NA
kp2373	Cytosolic DNA-sensing Pathway	WP4655	WikiPathway	74	Immune System	Innate Immune System	NA	NA	NA	NA	NA
kp2397	Thyroid Hormones Production and Peripheral Downstream Signaling Effects	WP4746	WikiPathway	74	Signal Transduction	Hormone Metabolism & Fucntions	NA	NA	NA	NA	NA
kp2590	IL-6 Signaling [NetPath]	Pathway_IL6	NetPath	74	Signal Transduction	Immune System	Inflammation	Interleukins	Cytokines	NA	NA
kp3113	NOTCH1 Signaling	R-HSA-1980143	Reactome	74	Signal Transduction	NOTCH	NA	NA	NA	NA	NA
kp3275	Fibroblast Growth Factor 1 (FGF1) Signaling	Pathway_Fibroblast__growth__factor-1	NetPath	74	Signal Transduction	Growth Factors	FGF & FGFR	NA	NA	NA	NA
kp4003	Fc-gamma Receptor mediated Phagocytosis [Reactome]	R-HSA-2029480	Reactome	74	Immune System	Innate Immune System	Fc Receptors	NA	NA	NA	NA
kp4014	FGFR2 Signaling	R-HSA-5654738	Reactome	74	Signal Transduction	RTK Signaling	FGF & FGFR	NA	NA	NA	NA
kp4934	RHOC GTPase Cycle	R-HSA-9013106	Reactome	74	Signal Transduction	GPCR Signaling	NA	NA	NA	NA	NA
kp0986	Thyroid Hormone Synthesis	path:hsa04918	KEGG	75	Hormone Metabolism & Fucntions	NA	NA	NA	NA	NA	NA
kp2233	PPAR Signaling [WikiPathway]	WP3942	WikiPathway	75	Signal Transduction	Lipid Metabolism	Nuclear Receptors	PPAR	NA	NA	NA
kp3753	DNA Synthesis	R-HSA-69239	Reactome	75	Cell Cycle	DNA Replication	DNA Repair	NA	NA	NA	NA
kp3861	Formation of Cornified Envelope	R-HSA-6809371	Reactome	75	Developmental Biology	Physiology	NA	NA	NA	NA	NA
kp5230	Activation of NMDA Receptors and Post-Synaptic Events	R-HSA-442755	Reactome	75	Neuronal System	Chemical Synapses	NA	NA	NA	NA	NA
kp0140	Endoderm Development	GO:0007492	Gene Ontology	76	Developmental Biology	NA	NA	NA	NA	NA	NA
kp0192	Post-Embryonic Development	GO:0009791	Gene Ontology	76	Developmental Biology	NA	NA	NA	NA	NA	NA
kp0304	Retina Homeostasis	GO:0001895	Gene Ontology	76	Homeostasis	NA	NA	NA	NA	NA	NA
kp0370	Axoneme Assembly	GO:0035082	Gene Ontology	76	Cell Organelles & Functions	Cytoskeleton	NA	NA	NA	NA	NA
kp0404	Inositol Phosphate Metabolism [Reactome]	R-HSA-1483249	Reactome	76	Metabolism	Lipid Metabolism	NA	NA	NA	NA	NA
kp0454	Organic Hydroxy Compound Catabolism	GO:1901616	Gene Ontology	76	Metabolism	NA	NA	NA	NA	NA	NA
kp0748	SMAD family Signal Transduction	GO:0060395	Gene Ontology	76	Signal Transduction	Transcription Factors	SMAD	NA	NA	NA	NA
kp1010	Gastric-acid Secretion	path:hsa04971	KEGG	76	Physiology	NA	NA	NA	NA	NA	NA
kp1108	Xenobiotics Metabolism by Cytochrome P450	path:hsa00980	KEGG	76	Metabolism	Biological Oxidations	NA	NA	NA	NA	NA
kp1998	Leptin Signaling	WP2034	WikiPathway	76	Signal Transduction	NA	NA	NA	NA	NA	NA
kp2001	Prolactin Signaling [WikiPathway]	WP2037	WikiPathway	76	Signal Transduction	Hormone Metabolism & Fucntions	NA	NA	NA	NA	NA
kp3547	IL-2 Signaling {NetPath]	Pathway_IL2	NetPath	76	Signal Transduction	Immune System	Inflammation	Interferons	Cytokines	NA	NA
kp3645	Cell Cycle G1/S Transition	R-HSA-69206	Reactome	76	Cell Cycle	NA	NA	NA	NA	NA	NA
kp5164	Nuclear SMAD2/SMAD3 Signaling Regulation	smad2_3nuclearpathway	PID	76	Transcriptional Regulation	Transcription Factors	SMAD	NA	NA	NA	NA
kp5385	Cell Death Signaling via NRAGE, NRIF and NADE	R-HSA-204998	Reactome	76	Signal Transduction	Neurotrophin	NA	NA	NA	NA	NA
kp0162	Lens Development	GO:0002088	Gene Ontology	77	Developmental Biology	NA	NA	NA	NA	NA	NA
kp0206	Vasculogenesis	GO:0001570	Gene Ontology	77	Developmental Biology	Angiogenesis	Blood Vessel	NA	NA	NA	NA
kp0910	Bacterial Invasion of Epithelial Cells	path:hsa05100	KEGG	77	Immune System	NA	NA	NA	NA	NA	NA
kp2681	PRC2 mediated Histone and DNA Methylation	R-HSA-212300	Reactome	77	Transcriptional Regulation	Epigenetic Regulation	Histone	NA	NA	NA	NA
kp3599	RMTs Methylate Histone Arginines	R-HSA-3214858	Reactome	77	Chromosome Structure Maintenance	Transcriptional Regulation	Epigenetic Regulation	Histone	NA	NA	NA
kp3770	MYD88 Cascade Initiation on Plasma Membrane	R-HSA-975871	Reactome	77	Immune System	Innate Immune System	Toll-like Receptors	NA	NA	NA	NA
kp3771	Toll-like Recepto 10 (TLR10) Cascade	R-HSA-168142	Reactome	77	Immune System	Innate Immune System	Toll-like Receptors	NA	NA	NA	NA
kp3821	Toll-like Recepto 5 (TLR5) Cascade	R-HSA-168176	Reactome	77	Immune System	Innate Immune System	Toll-like Receptors	NA	NA	NA	NA
kp4002	Biosynthesis of the N-Glycan Precursor (Dolichol Lipid-linked Oligosaccharide, LLO)	R-HSA-446193	Reactome	77	Protein Metabolism	Protein Modification	Glycosylation	NA	NA	NA	NA
kp0218	Fibroblast Proliferation	GO:0048144	Gene Ontology	78	Developmental Biology	NA	NA	NA	NA	NA	NA
kp0474	Endocrine Hormones	GO:0050886	Gene Ontology	78	Hormone Metabolism & Fucntions	NA	NA	NA	NA	NA	NA
kp0568	Sound Perception	R-HSA-9659379	Reactome	78	Physiology	NA	NA	NA	NA	NA	NA
kp0830	Exocytosis	GO:0140029	Gene Ontology	78	Physiology	Transport	Vesicle	Exocytosis	NA	NA	NA
kp0995	Ribosome Biogenesis	path:hsa03008	KEGG	78	Cell Organelles & Functions	Protein Metabolism	RNA Metabolism	Ribosome	NA	NA	NA
kp1161	Antigen Processing and Presentation	path:hsa04612	KEGG	78	Immune System	NA	NA	NA	NA	NA	NA
kp1225	Synaptic Vesicle Cycle	path:hsa04721	KEGG	78	Neuronal System	Chemical Synapses	Neurotransmitters	Vesicle	NA	NA	NA
kp2349	Regulatory Circuits of STAT3 Signaling	WP4538	WikiPathway	78	Signal Transduction	Transcriptional Regulation	Transcription Factors	STAT	NA	NA	NA
kp3100	Sumoylation of DNA Damage Response and Repair Proteins	R-HSA-3108214	Reactome	78	Protein Metabolism	Protein Modification	Sumoylation	NA	NA	NA	NA
kp3170	Glycine/Serine/Alanine/Threonine Metabolism	Glycine, serine, alanine and threonine metabolism	EHMN	78	Metabolism	Amino-acid Metabolism	NA	NA	NA	NA	NA
kp3173	Methionine and Cysteine Metabolism [EHMN]	Methionine and cysteine metabolism	EHMN	78	Metabolism	Amino-acid Metabolism	NA	NA	NA	NA	NA
kp3761	NOTCH Signaling [INOH]	None	INOH	78	Signal Transduction	NOTCH	NA	NA	NA	NA	NA
kp4239	MYD88 dependent Cascade initiation on Endosome	R-HSA-975155	Reactome	78	Immune System	Innate Immune System	Toll-like Receptors	NA	NA	NA	NA
kp4386	Nuclear Envelope Re-assembly	R-HSA-2995410	Reactome	78	Cell Cycle	NA	NA	NA	NA	NA	NA
kp0367	Endosome Organization	GO:0007032	Gene Ontology	79	Transport	Vesicle	NA	NA	NA	NA	NA
kp0625	Ubiquitin dependent ER-associated Degradation (ERAD)	GO:0030433	Gene Ontology	79	Protein Metabolism	Protein Modification	Proteasome	Ubiquitination	ER	NA	NA
kp0653	Protein Ubiquitination	R-HSA-8852135	Reactome	79	Protein Metabolism	Protein Modification	Ubiquitination	NA	NA	NA	NA
kp0781	RNA Pol-II snRNA Genes Transcription	R-HSA-6807505	Reactome	79	Transcription	NA	NA	NA	NA	NA	NA
kp1120	RNA Degradation	path:hsa03018	KEGG	79	RNA Metabolism	NA	NA	NA	NA	NA	NA
kp2768	ERCC6 (CSB) and EHMT2 (G9a) Positively Regulate rRNA Expression	R-HSA-427389	Reactome	79	RNA Metabolism	rRNA Metabolism	Ribosome	Transcriptional Regulation	NA	NA	NA
kp3443	Meiosis [Reactome]	R-HSA-1500620	Reactome	79	Cell Cycle	NA	NA	NA	NA	NA	NA
kp3829	Toll-like Recepto 7/8 (TLR7/8) Cascade	R-HSA-168181	Reactome	79	Immune System	Innate Immune System	Toll-like Receptors	NA	NA	NA	NA
kp4053	Hedgehog Signaling [Reactome]	R-HSA-5358351	Reactome	79	Signal Transduction	Hedgehog	NA	NA	NA	NA	NA
kp4375	p73 Transcription Factor Network	p73pathway	PID	79	Transcriptional Regulation	Transcription Factors	NA	NA	NA	NA	NA
kp0057	Oxidative Stress related Cell Death	GO:0036473	Gene Ontology	80	Cell Death	Cellular Responses to Stress	NA	NA	NA	NA	NA
kp0231	Myoblast Differentiation	GO:0045445	Gene Ontology	80	Developmental Biology	Differentiation	Muscle	NA	NA	NA	NA
kp0295	Extracellular Matrix Disassembly	GO:0022617	Gene Ontology	80	ExtraCellular Matrix	NA	NA	NA	NA	NA	NA
kp0601	Protein Insertion Into Membrane	GO:0051205	Gene Ontology	80	Protein Metabolism	NA	NA	NA	NA	NA	NA
kp0652	Protein Sumoylation	GO:0016925	Gene Ontology	80	Protein Metabolism	Protein Modification	Sumoylation	NA	NA	NA	NA
kp0706	G12/13-family Signaling	R-HSA-416482	Reactome	80	Signal Transduction	GPCR Signaling	NA	NA	NA	NA	NA
kp0922	B-cell Receptor Signaling [KEGG]	path:hsa04662	KEGG	80	Signal Transduction	Immune System	Adaptive Immune System	B-cell	NA	NA	NA
kp1109	Drug Metabolism - Other enzymes	path:hsa00983	KEGG	80	Metabolism	NA	NA	NA	NA	NA	NA
kp3475	HSF1 mediated Heat Shock Response Regulation	R-HSA-3371453	Reactome	80	Cellular Responses to Stress	NA	NA	NA	NA	NA	NA
kp3726	Toll-like Receptor 9 (TLR9) Cascade	R-HSA-168138	Reactome	80	Immune System	Innate Immune System	Toll-like Receptors	NA	NA	NA	NA
kp4258	Regulation of Nuclear beta-Catenin Signaling and Target Gene Transcription	betacatenin_nuc_pathway	PID	80	Transcriptional Regulation	Transcription Factors	beta-Catenin	NA	NA	NA	NA
kp4290	Glucocorticoid Receptor Regulatory Network	reg_gr_pathway	PID	80	Transcriptional Regulation	Hormone Metabolism & Fucntions	Tanscription Factors	NA	NA	NA	NA
kp0122	Artery Morphogenesis	GO:0048844	Gene Ontology	81	Developmental Biology	NA	NA	NA	NA	NA	NA
kp0219	Neural Precursor Cell Proliferation	GO:2000177	Gene Ontology	81	Developmental Biology	Neuronal System	NA	NA	NA	NA	NA
kp0411	Lipid Storage	GO:0019915	Gene Ontology	81	Metabolism	Lipid Metabolism	NA	NA	NA	NA	NA
kp0798	RNA Methylation	GO:0001510	Gene Ontology	81	RNA Metabolism	NA	NA	NA	NA	NA	NA
kp0858	Lipid Export From Cell	GO:0140353	Gene Ontology	81	Transport	NA	NA	NA	NA	NA	NA
kp2762	COP-I dependent Golgi-ER Retrograde Traffic	R-HSA-6811434	Reactome	81	Transport	Cell Organelles & Functions	Vesicle	Golgi	NA	NA	NA
kp5140	Hepatocyte Growth Factor Receptor mediated Signaling [PID]	met_pathway	PID	81	Signal Transduction	RTK Signaling	Focal Adhesion	Immune System	Growth Factors	NA	NA
kp5160	Targets of c-MYC Transcriptional Activation	myc_activpathway	PID	81	Transcriptional Regulation	Transcription Factors	NA	NA	NA	NA	NA
kp0001	Amino-acid Biosynthesis	GO:0008652	Gene Ontology	82	Metabolism	Amino-acid Metabolism	NA	NA	NA	NA	NA
kp0123	Axis Specification	GO:0009798	Gene Ontology	82	Developmental Biology	NA	NA	NA	NA	NA	NA
kp0154	Heart Growth	GO:0060419	Gene Ontology	82	Developmental Biology	Cardiac System	NA	NA	NA	NA	NA
kp0168	Metanephros Development	GO:0001656	Gene Ontology	82	Developmental Biology	Neuronal System	NA	NA	NA	NA	NA
kp0433	Arachidonic-acid Metabolism	R-HSA-2142753	Reactome	82	Metabolism	Lipid Metabolism	NA	NA	NA	NA	NA
kp0508	Ribonucleoside Triphosphate Metabolism	GO:0009199	Gene Ontology	82	Nucleotide Metabolism	NA	NA	NA	NA	NA	NA
kp0549	Muscle Hypertrophy	GO:0014896	Gene Ontology	82	Physiology	Muscle	NA	NA	NA	NA	NA
kp0800	RUNX2 Expression And Activity	R-HSA-8939902	Reactome	82	Transcriptional Regulation	Transcription Factors	RUNX2	NA	NA	NA	NA
kp0838	Calcium Ion Uptake	GO:0070509	Gene Ontology	82	Transport	Calcium	NA	NA	NA	NA	NA
kp0840	Carbohydrate-derivatives Transport	GO:1901264	Gene Ontology	82	Transport	NA	NA	NA	NA	NA	NA
kp1013	Peroxisome	path:hsa04146	KEGG	82	Cell Organelles & Functions	NA	NA	NA	NA	NA	NA
kp2629	Centrosome Maturation	R-HSA-380287	Reactome	82	Cell Cycle	Cell Organelles & Functions	NA	NA	NA	NA	NA
kp4592	insulin Signaling [INOH]	None	INOH	82	Signal Transduction	Insulin	NA	NA	NA	NA	NA
kp0504	Pyrimidine Containing Compound Metabolism	GO:0072527	Gene Ontology	83	Nucleotide Metabolism	Pyrimidine	NA	NA	NA	NA	NA
kp0619	Protein Tetramerization	GO:0051262	Gene Ontology	83	Protein Metabolism	NA	NA	NA	NA	NA	NA
kp0685	IL-8 Production	GO:0032637	Gene Ontology	83	Immune System	Innate Immune System	Inflammation	Interleukins	Cytokines	NA	NA
kp0693	ADCY-inhibiting GPCR Signaling	GO:0007193	Gene Ontology	83	Signal Transduction	GPCR Signaling	cAMP	NA	NA	NA	NA
kp0714	Insulin Receptor Signaling	R-HSA-74752	Reactome	83	Signal Transduction	RTK Signaling	Insulin	NA	NA	NA	NA
kp3072	COP-I mediated Anterograde Transport	R-HSA-6807878	Reactome	83	Transport	Vesicle	NA	NA	NA	NA	NA
kp3917	Mitotic Centrosome Proteins and Complexes Recruitment	R-HSA-380270	Reactome	83	Cell Cycle	NA	NA	NA	NA	NA	NA
kp0009	Apical Junction Assembly	GO:0043297	Gene Ontology	84	Cell Adhesion	NA	NA	NA	NA	NA	NA
kp0186	Odontogenesis of Dentin Containing Tooth	GO:0042475	Gene Ontology	84	Developmental Biology	NA	NA	NA	NA	NA	NA
kp0202	Somite Development	GO:0061053	Gene Ontology	84	Developmental Biology	NA	NA	NA	NA	NA	NA
kp0318	Gram Negative Bateria Defense Response	GO:0050829	Gene Ontology	84	Immune System	Innate Immune System	NA	NA	NA	NA	NA
kp0334	Natural Killer Cell Activation	GO:0030101	Gene Ontology	84	Immune System	NA	NA	NA	NA	NA	NA
kp0414	Membrane Depolarization	GO:0051899	Gene Ontology	84	Homeostasis	Cardiac System	NA	NA	NA	NA	NA
kp0806	Hypoxia	GO:0061418	Gene Ontology	84	Cellular Responses to Stress	Angiogenesis	Hypoxia	NA	NA	NA	NA
kp2055	Apoptosis [WikiPathway]	WP254	WikiPathway	84	Apoptosis	Cell Death	NA	NA	NA	NA	NA
kp2245	Pyrimidine Metabolism [WikiPathway]	WP4022	WikiPathway	84	Nucleotide Metabolism	Pyrimidine	NA	NA	NA	NA	NA
kp2420	EGFR TK-inhibitor Resistance	WP4806	WikiPathway	84	Signal Transduction	RTK Signaling	EGF & EGFR	NA	NA	NA	NA
kp3509	C-type Lectin Receptor (CLRs) Signaling [Rectome]	R-HSA-5621481	Reactome	84	Immune System	Innate Immune System	NA	NA	NA	NA	NA
kp4356	Transport of Bile Salts and Organic-acids, Metal Ions and Amine Compounds	R-HSA-425366	Reactome	84	Transport	NA	NA	NA	NA	NA	NA
kp4926	Phosphatidylinositol (PI) Metabolism	R-HSA-1483255	Reactome	84	Metabolism	Lipid Metabolism	Phospholipid Metabolism	NA	NA	NA	NA
kp5289	Transport of Mature Transcript to Cytoplasm	R-HSA-72202	Reactome	84	Transcription	Transport	RNA Metabolism	NA	NA	NA	NA
kp0271	Aerobic Respiration	GO:0009060	Gene Ontology	85	Energy Metabolism	Biological Oxidations	Metabolism	Mitochondria	NA	NA	NA
kp0368	ER Organization	GO:0007029	Gene Ontology	85	Cell Organelles & Functions	ER	NA	NA	NA	NA	NA
kp0525	Body Fluid Secretion	GO:0007589	Gene Ontology	85	Physiology	NA	NA	NA	NA	NA	NA
kp0727	Oncogenic MAPK Signaling	R-HSA-6802957	Reactome	85	Signal Transduction	MAP Kinases	Cancers	NA	NA	NA	NA
kp0782	RNA Pol-II Transcription Elongation	R-HSA-75955	Reactome	85	Transcription	NA	NA	NA	NA	NA	NA
kp1963	Selenium Micronutrient Network	WP15	WikiPathway	85	Metabolism	NA	NA	NA	NA	NA	NA
kp3063	c-MYB Transcription Factor Network	cmyb_pathway	PID	85	Transcriptional Regulation	Transcription Factors	NA	NA	NA	NA	NA
kp5086	RAC2 GTPase Cycle	R-HSA-9013404	Reactome	85	Signal Transduction	Small GTPases	NA	NA	NA	NA	NA
kp5327	RUNX1 Regulates Genes involved in Differentiation of Hermatopoietic Stem Cell (HSC)	R-HSA-8939236	Reactome	85	Developmental Biology	Differentiation	Stem Cell	Transcriptional Regulation	Transcription Factors	RUNX1	NA
kp0169	Midbrain Development	GO:0030901	Gene Ontology	86	Developmental Biology	Neuronal System	NA	NA	NA	NA	NA
kp0195	Roof of Mouth Development	GO:0060021	Gene Ontology	86	Developmental Biology	NA	NA	NA	NA	NA	NA
kp0501	Nucleoside Phosphate Catabolism	GO:1901292	Gene Ontology	86	Nucleotide Metabolism	NA	NA	NA	NA	NA	NA
kp0960	Insulin Secretion	path:hsa04911	KEGG	86	Physiology	Signal Transduction	Insulin	NA	NA	NA	NA
kp1211	Taste Perception [KEGG]	path:hsa04742	KEGG	86	Physiology	NA	NA	NA	NA	NA	NA
kp5022	CXCR4 mediated Signaling	cxcr4_pathway	PID	86	Signal Transduction	NA	NA	NA	NA	NA	NA
kp0130	Cell Fate Specification	GO:0001708	Gene Ontology	87	Developmental Biology	NA	NA	NA	NA	NA	NA
kp0281	Energy Reserve Metabolism	GO:0006112	Gene Ontology	87	Metabolism	Energy Metabolism	Mitochondria	NA	NA	NA	NA
kp0787	TP53 Regulates Metabolic Genes	R-HSA-5628897	Reactome	87	Transcriptional Regulation	TP53	NA	NA	NA	NA	NA
kp1143	Cardiac Muscle Contraction	path:hsa04260	KEGG	87	Physiology	Muscle	Cardiac System	NA	NA	NA	NA
kp3096	B-cell Receptor Signaling [INOH]	None	INOH	87	Signal Transduction	Immune System	B-cell	NA	NA	NA	NA
